month,day,perc05,perc10,perc25,median,perc75,perc90,perc95,station_name
5,3,102.7,109.6,122.75,162.5,215.5,247.10000000000005,277,San Marcos
5,4,102.7,109.2,127,163,216.25,262.30000000000007,276.65,San Marcos
5,5,102.35,108.5,131.25,163,215.5,260.90000000000003,278.3,San Marcos
5,6,101.35,107.80000000000001,131,165.5,215.5,264.80000000000007,278.65,San Marcos
5,7,101,107.80000000000001,128,167.5,215.5,267.3,277.3,San Marcos
5,8,100.35,107.5,129.75,167,217,268.80000000000007,278.95000000000005,San Marcos
5,9,100,107.5,130.5,167,217,266.70000000000005,277.65,San Marcos
5,10,100.35,106.80000000000001,130.75,172,217,265.00000000000006,278.3,San Marcos
5,11,100,106.5,129.25,173.5,216.25,266.1,279.25,San Marcos
5,12,99.7,109,129.75,174.5,217,265.8,278.25,San Marcos
5,13,99,109.6,131,175.5,217,264.40000000000003,277.6,San Marcos
5,14,99.35,110,130.5,176.5,217,264.80000000000007,276.95000000000005,San Marcos
5,15,100,109.4,131.25,174.5,219,264.80000000000007,273.95000000000005,San Marcos
5,16,101,109.7,127.75,174.5,219,261.70000000000005,270.65,San Marcos
5,17,101,110,127,179,219,261.40000000000003,270,San Marcos
5,18,101.35,110,130.75,178,226,261.1,269.65,San Marcos
5,19,100.35,109.6,132,178,225.25,264.9,277.80000000000007,San Marcos
5,20,100.69999999999999,109.6,131.75,176,225.25,264.20000000000005,271.3,San Marcos
5,21,99.7,109.6,129.25,179.5,225.25,261.6,270.65,San Marcos
5,22,100.35,109.9,128.5,180,225.25,257.3,269.90000000000003,San Marcos
5,23,100.35,111.2,127.75,182,223.5,259.3,270.65,San Marcos
5,24,98.69999999999999,110.2,127.75,180.5,226.5,264.6,274.25,San Marcos
5,25,98.35,110.2,127,180.5,226.25,266.29999999999995,276.85,San Marcos
5,26,99.39999999999999,110.4,127,179,227,264.6,275.20000000000005,San Marcos
5,27,100.35,111.4,131.25,180.5,227,260.70000000000005,279.3,San Marcos
5,28,100.69999999999999,113.8,132,180,226.75,263.90000000000003,282.20000000000005,San Marcos
5,29,99.7,114.19999999999999,131.75,179,226.75,261.5,282.90000000000003,San Marcos
5,30,99.7,113.5,129.25,179.5,226.25,261.6,284.65,San Marcos
5,31,98.69999999999999,112.80000000000001,129.25,179,227.5,266.00000000000006,290.20000000000005,San Marcos
6,1,99.35,112.5,128.5,179.5,226,266.30000000000007,289.55000000000007,San Marcos
6,2,99.7,112.2,128.5,178,224.25,272.40000000000003,289.65,San Marcos
6,3,99.7,112.2,128.5,178.5,224.25,271.70000000000005,304.85000000000014,San Marcos
6,4,97.4,110.8,127,178.5,225.25,269.9,317.5000000000003,San Marcos
6,5,96.7,110.1,127,179.5,226.5,267.8,317.9500000000004,San Marcos
6,6,96.05000000000001,110.8,127,182,236.25,272,319.9000000000004,San Marcos
6,7,96.05000000000001,109.8,127,181,242,272,323.9000000000004,San Marcos
6,8,96.05000000000001,109.8,131.5,182.5,237.75,260.40000000000003,323.5500000000004,San Marcos
6,9,95.4,109.1,131.75,182.5,237,262.5,323.2000000000004,San Marcos
6,10,95.75,109.1,130,183.5,236.25,259.00000000000006,326.35000000000036,San Marcos
6,11,95.4,108.7,130.25,180.5,235.5,263.90000000000003,332.7000000000002,San Marcos
6,12,94.7,107.7,129,180,232.75,265.3,335.50000000000017,San Marcos
6,13,94.35,107.7,126.5,182.5,235.75,261.1,332.7000000000002,San Marcos
6,14,94.35,107.7,127,182,236.25,261.1,331.30000000000024,San Marcos
6,15,93.69999999999999,108,128.5,184,237.25,262.90000000000003,329.9500000000003,San Marcos
6,16,93.69999999999999,107.7,128.5,186,236.25,270.9000000000001,329.90000000000026,San Marcos
6,17,97.5,110,127.75,185.5,235.25,271.70000000000005,335.50000000000017,San Marcos
6,18,96.45,110,129.25,183.5,232.25,271.9000000000001,338.0000000000001,San Marcos
6,19,96.1,110.4,129.25,186.5,229.25,273.30000000000007,344.65,San Marcos
6,20,94.7,109.8,129.25,182,230.25,270.20000000000005,343,San Marcos
6,21,94,109.39999999999999,128.5,185,230.25,273.4000000000001,342.65,San Marcos
6,22,94.35,110,129.25,187,228.5,271.00000000000017,341.3,San Marcos
6,23,95.05000000000001,110.69999999999999,129.25,187.5,229.25,286.70000000000005,339.55000000000007,San Marcos
6,24,95.7,109.69999999999999,128.5,188.5,231,268.4000000000001,337.1500000000001,San Marcos
6,25,95.7,108.7,127.75,187,229.25,265.0000000000001,339.95000000000005,San Marcos
6,26,95.35,107.4,128.5,190.5,229,264.20000000000016,338.95000000000005,San Marcos
6,27,94,107.4,127.25,186.5,229.5,266.20000000000016,336.25,San Marcos
6,28,93.35,109.39999999999999,127.75,184,227,271.50000000000017,334.90000000000003,San Marcos
6,29,94.05,109.39999999999999,127,182.5,226,275.2000000000002,335.50000000000006,San Marcos
6,30,93.60000000000001,107.6,129,182,225.5,274.99999999999994,328.79999999999995,San Marcos
7,1,93.35,107,128.75,183,225.75,272.4000000000001,327.65,San Marcos
7,2,93,107,127.25,182.5,227,277.4000000000001,327,San Marcos
7,3,91.7,107,128,183,226.5,279.0000000000001,326.3,San Marcos
7,4,92,107,125.5,182,227.75,279.80000000000007,323.3,San Marcos
7,5,92,106.4,126.25,179.5,226.75,281.5,319.95000000000005,San Marcos
7,6,90.05,105.4,124.75,179,225.5,277.8,317.6,San Marcos
7,7,89.69999999999999,104,123.75,180.5,225,285.70000000000005,315.6,San Marcos
7,8,90,104,123.75,177.5,224.75,285.30000000000007,315.95000000000005,San Marcos
7,9,89.35,103.69999999999999,125.25,177,226.25,283.7000000000001,315.6,San Marcos
7,10,88,102.10000000000001,125.25,176.5,225.5,283.0000000000001,315.95000000000005,San Marcos
7,11,88,102.8,126,176,224.25,282.1000000000001,315.3,San Marcos
7,12,86.7,101.80000000000001,126,176,224.25,286.30000000000007,314.6,San Marcos
7,13,86.7,98.39999999999999,126.75,176.5,223,283.50000000000006,313.90000000000003,San Marcos
7,14,87,98,126.75,179,221.5,281.50000000000006,312.85,San Marcos
7,15,86.35,98,123.75,179,221.75,278.50000000000006,312.25,San Marcos
7,16,86.35,98.69999999999999,125,178.5,220.5,276.6,314.20000000000005,San Marcos
7,17,85.69999999999999,98.69999999999999,128.5,178,220,277.70000000000005,314,San Marcos
7,18,85.05,99.4,129.5,177.5,219.25,278.90000000000003,314.6,San Marcos
7,19,85.69999999999999,98,130.75,177,219,277.20000000000005,314.55000000000007,San Marcos
7,20,86.35,98,129.75,176,215.75,282.6,313.90000000000003,San Marcos
7,21,87.35,98,128,172,214,281.7000000000001,314.25,San Marcos
7,22,88.35,98.69999999999999,127.75,174,214.5,279.70000000000016,315.65,San Marcos
7,23,87,99,126.75,174,214.25,280.0000000000001,316.3,San Marcos
7,24,87,99.69999999999999,127.75,172.5,213.25,277.3000000000001,316.95000000000005,San Marcos
7,25,87.35,101,128.5,172,213.25,276.3000000000001,317.6,San Marcos
7,26,86.7,100.7,127.75,170.5,210.75,275.0000000000001,316.20000000000005,San Marcos
7,27,86.35,99.69999999999999,126.75,169.5,210.5,275.2000000000001,316.20000000000005,San Marcos
7,28,86,96.80000000000001,125.75,169.5,212.5,272.9000000000001,314.85,San Marcos
7,29,85.35,97.10000000000001,125.5,168,213.25,270.5000000000001,314.80000000000007,San Marcos
7,30,85.05,98.69999999999999,125.5,167.5,213.25,268.9000000000001,313.80000000000007,San Marcos
7,31,84.7,98.69999999999999,125.25,166,214,266.10000000000014,314.1000000000001,San Marcos
8,1,84.7,98.8,125,165.5,211,265.5000000000001,313.7500000000001,San Marcos
8,2,84.7,96.4,124.75,165.5,210.25,268.30000000000007,315.05000000000007,San Marcos
8,3,84.7,95.80000000000001,124,163.5,209.5,267.4000000000001,312.7000000000001,San Marcos
8,4,84.7,94.8,123,162.5,208.75,266.80000000000007,310.7000000000001,San Marcos
8,5,84.05,97.3,122,164,210.25,264.1000000000001,309.7000000000001,San Marcos
8,6,84.05,97.6,121.75,166.5,211.25,258.30000000000007,310.6500000000001,San Marcos
8,7,83.75,98.19999999999999,120.75,163.5,210.25,257.2000000000001,309.3000000000001,San Marcos
8,8,83.75,97.6,121.75,164.5,206.5,259.30000000000007,307.3000000000001,San Marcos
8,9,83.1,96.80000000000001,122.5,162.5,206,257.5000000000001,304.90000000000015,San Marcos
8,10,81.15,95.4,122.5,161.5,206,256.9000000000001,304.20000000000016,San Marcos
8,11,81.15,94.69999999999999,121.75,162,201.5,255.80000000000013,301.50000000000017,San Marcos
8,12,82.8,93.39999999999999,121.75,160.5,201.5,255.10000000000014,301.50000000000017,San Marcos
8,13,85.1,93.39999999999999,121.75,160,200.5,255.80000000000013,301.1500000000002,San Marcos
8,14,84.44999999999999,92,121,159.5,200.5,253.7000000000001,301.20000000000016,San Marcos
8,15,86.05,93.69999999999999,120.25,160.5,200.25,250.20000000000016,301.95000000000016,San Marcos
8,16,84.1,95.1,119.5,159.5,201.5,249.90000000000015,299.6500000000001,San Marcos
8,17,83.75,93.69999999999999,120.25,159,201.5,249.8000000000001,298.0000000000001,San Marcos
8,18,85.69999999999999,92.10000000000001,118.5,159.5,201.25,250.00000000000009,295.35000000000014,San Marcos
8,19,86.35,92.8,118.5,159.5,200,247.5000000000001,294.05000000000007,San Marcos
8,20,88.7,93.39999999999999,118.5,159.5,196.25,245.1000000000001,294.7000000000001,San Marcos
8,21,87.35,92.8,119.25,158.5,197,244.1000000000001,293.1000000000001,San Marcos
8,22,86.7,92.8,119.5,157.5,196.25,245.6000000000001,291.1500000000001,San Marcos
8,23,86.35,93.69999999999999,118.75,157.5,196.5,243.30000000000007,289.55000000000007,San Marcos
8,24,86.35,93,117.25,157,195.5,242.70000000000007,286.90000000000003,San Marcos
8,25,87.35,94,118.5,157,195.75,240.7000000000001,284.25,San Marcos
8,26,86.7,93.39999999999999,118.5,156.5,198,241.4000000000001,282.65,San Marcos
8,27,87,93,117.75,154.5,197.5,249.9,285.90000000000003,San Marcos
8,28,86.35,93,117.75,154,195.75,240.90000000000003,285.20000000000005,San Marcos
8,29,87.7,92.7,117,152.5,194.25,243.00000000000006,284.55000000000007,San Marcos
8,30,87.4,92.7,117,152,192.75,243.00000000000006,282.90000000000003,San Marcos
8,31,89.35,93.69999999999999,117.75,152,193,242.10000000000002,281.90000000000003,San Marcos
9,1,90.35,92.4,117.75,152,198.5,240.9,280.90000000000003,San Marcos
9,2,90.35,92.7,116.75,153,196.5,239.3,279.90000000000003,San Marcos
9,3,90,93.69999999999999,115.75,152,195.5,238.60000000000002,280.3,San Marcos
9,4,89.35,93.39999999999999,114.75,153,194.25,236,278.95000000000005,San Marcos
9,5,89.69999999999999,93.39999999999999,114,152,193.25,236,277.95000000000005,San Marcos
9,6,89.69999999999999,92.7,115.5,152,194,236.3,277.25,San Marcos
9,7,89.69999999999999,92.7,113.75,152,195.25,237.50000000000003,275.90000000000003,San Marcos
9,8,88.7,91.4,116,152,193.25,236.3,273.90000000000003,San Marcos
9,9,88.7,92.7,115,152,191,235.3,272.20000000000005,San Marcos
9,10,90,91.7,118,152,190.25,233.6,270.85,San Marcos
9,11,89.35,92,118.75,152,189.25,232.20000000000002,269.85,San Marcos
9,12,87.35,91.7,118.75,150.5,191.25,231.20000000000005,268.85,San Marcos
9,13,86.35,92,118.5,151.5,195,230.3,267.85,San Marcos
9,14,86.7,91.7,117.25,152,194.25,229.6,266.85,San Marcos
9,15,86.35,91.7,117.5,149.5,193.75,228.20000000000002,265.85,San Marcos
9,16,87.7,92,117.5,149.5,195.5,225.10000000000002,264.20000000000005,San Marcos
9,17,88,91.7,117.5,149.5,196.25,223.40000000000003,261.85,San Marcos
9,18,87,91.80000000000001,115.75,150,196.25,223.10000000000002,259.50000000000006,San Marcos
9,19,86.7,91.80000000000001,115.75,152,194,222.10000000000002,261.1000000000001,San Marcos
9,20,85.69999999999999,91.5,114.75,152,193,223.90000000000003,260.1000000000001,San Marcos
9,21,86.05,91.80000000000001,115.5,150,192.5,222.20000000000002,257.1500000000001,San Marcos
9,22,86.05,91.80000000000001,114.75,151,192.5,220.50000000000003,254.20000000000005,San Marcos
9,23,85.05,91.80000000000001,116.25,150.5,192.5,221.20000000000002,255.50000000000006,San Marcos
9,24,85.35,91.10000000000001,117.25,150,191.5,221.3,252.90000000000003,San Marcos
9,25,85,92.5,115.5,150.5,190.75,219.60000000000002,252.65,San Marcos
9,26,84,91.80000000000001,114.75,154.5,189,217.9,254.60000000000002,San Marcos
9,27,84.35,91.80000000000001,115.25,152,190,217.6,255.20000000000005,San Marcos
9,28,83.7,91.80000000000001,116.5,152,189.75,219.3,255.25000000000003,San Marcos
9,29,84.35,92.5,116.5,152,189.75,218.29999999999998,253.55000000000004,San Marcos
9,30,84.35,92.8,116.25,152,189,216.20000000000002,251.85000000000005,San Marcos
10,1,84.35,92.8,117.75,154,189,214.5,251.15000000000006,San Marcos
10,2,84.35,92.8,117.75,154,190,213.8,250.15000000000006,San Marcos
10,3,84.35,93.5,119,154.5,189,212.9,248.45000000000007,San Marcos
10,4,83.7,93.5,119.5,154.5,189,210.6,247.45000000000007,San Marcos
10,5,83.05,92.8,118.75,157,186.75,209.3,246.45000000000007,San Marcos
10,6,83.05,93.8,118,157,185,208.9,244.4000000000001,San Marcos
10,7,82.35,93.39999999999999,117.75,157,188,209.20000000000002,242.7000000000001,San Marcos
10,8,81.35,92,117.75,157,186.75,208.9,241.7000000000001,San Marcos
10,9,81.69999999999999,92.7,117.5,156.5,185.25,207.60000000000002,240.0000000000001,San Marcos
10,10,83.35,93.39999999999999,116.75,156,186,206.60000000000002,238.60000000000014,San Marcos
10,11,83.35,94.1,117.5,153,185.5,206.60000000000002,236.95000000000013,San Marcos
10,12,83.7,93.39999999999999,117.5,152.5,190.25,208.80000000000004,236.60000000000014,San Marcos
10,13,84.05,93,117.25,157,190.25,212.9,257.0000000000001,San Marcos
10,14,86,93.69999999999999,118.25,157,192.5,208.00000000000003,257.95000000000016,San Marcos
10,15,85.35,93.69999999999999,118.5,157,189.5,207.30000000000004,256.3000000000001,San Marcos
10,16,85.05,93.69999999999999,119,154.5,189.25,216.60000000000002,254.0000000000001,San Marcos
10,17,84.35,93.39999999999999,119.75,157,190.75,216.60000000000002,253.3500000000001,San Marcos
10,18,84.05,94.1,119.75,154.5,190,216.50000000000003,256.3,San Marcos
10,19,85.75,95.5,119.75,154,191.5,219.60000000000002,259.25,San Marcos
10,20,85.1,96.2,119,153,193,221.20000000000002,257.6,San Marcos
10,21,85.45,96.5,118.75,152,194,220.3,258,San Marcos
10,22,85.1,95.5,118.75,152.5,195.25,221.3,258.65,San Marcos
10,23,85.1,94.8,118,152.5,197.25,226.60000000000005,259.3,San Marcos
10,24,86.44999999999999,95.7,118.75,153.5,198.25,234.29999999999998,262.55000000000007,San Marcos
10,25,86.44999999999999,96.5,118,153.5,197.25,236.40000000000003,269.05000000000007,San Marcos
10,26,87.80000000000001,101.8,118,152,198,236.79999999999998,273.3999999999999,San Marcos
10,27,87.80000000000001,102.4,118,152,195.5,235,275.19999999999993,San Marcos
10,28,87.10000000000001,102.4,118,152,196.5,234.6,274.89999999999986,San Marcos
10,29,89.2,102,118,157,197,234.39999999999998,274.8999999999999,San Marcos
10,30,89.5,102,118,152,197,234,284.99999999999994,San Marcos
10,31,91.2,102,117.5,152,196.5,232.6,286.49999999999994,San Marcos
11,1,91.2,102,118,152,197,236.2,281.79999999999995,San Marcos
11,2,90.9,101.19999999999999,119.5,152,196.5,244.59999999999997,278.99999999999994,San Marcos
11,3,90.9,100,120,152,194.5,247.39999999999998,277.79999999999995,San Marcos
11,4,90.5,100,118.5,151,194,247.6,285.2,San Marcos
11,5,90.5,100.6,118.5,151,195,248.4,288.09999999999997,San Marcos
11,6,91.2,100.4,119,149,196,247.79999999999998,286.5,San Marcos
11,7,90.5,99.6,120.5,148,197,247.79999999999998,286.5,San Marcos
11,8,90.5,99.2,120.5,149,196.5,249,286.2,San Marcos
11,9,89.9,99.4,121.5,154,197.5,248.6,284.8,San Marcos
11,10,88.9,98.6,122,154,195,247.4,282.79999999999995,San Marcos
11,11,89.2,98.2,122,152,195,247,281.7,San Marcos
11,12,89.80000000000001,98,122.5,155,196,245.39999999999998,281.7,San Marcos
11,13,89.80000000000001,96.80000000000001,123,155,195,245,281.5,San Marcos
11,14,90.5,97.2,122.5,153,195,244.6,280,San Marcos
11,15,90.9,97.2,122.5,154,197,243.99999999999997,279.7,San Marcos
11,16,90.3,97.4,122.5,152,203.5,247.59999999999997,278,San Marcos
11,17,89.30000000000001,97.80000000000001,122.5,152,203,251.19999999999996,278,San Marcos
11,18,88.3,100,122.5,152,202.5,256.4,277.70000000000005,San Marcos
11,19,87.6,98.4,124.5,153,203,267,284.4,San Marcos
11,20,88.3,97.60000000000001,125.5,152,201.5,273,291.19999999999993,San Marcos
11,21,87.9,96.80000000000001,125,151,199,270,306.5,San Marcos
11,22,88.2,98,125.5,152,199.5,268.2,309.9,San Marcos
11,23,88.9,99.2,125.5,152,199,268.2,316.69999999999993,San Marcos
11,24,88.2,99.6,123.5,152,214,269,317.9999999999999,San Marcos
11,25,88.2,99.6,122.5,152,211,266.6,315.9999999999999,San Marcos
11,26,87.2,100.6,126.5,152,210,266.2,317.39999999999986,San Marcos
11,27,87.6,99,126,152,211.5,274.79999999999995,323,San Marcos
11,28,87.3,99.6,125,152,213,273.59999999999997,315.9999999999999,San Marcos
11,29,87.3,99.6,124,152,213,263.4,316.4999999999999,San Marcos
11,30,87.3,98.6,124.5,152,213,261,314.89999999999986,San Marcos
12,1,86.3,98.6,123.5,152,212.5,257.6,313.1999999999999,San Marcos
12,2,87.3,99,125,152,212.5,256.4,314.4999999999999,San Marcos
12,3,88.3,99.2,128,157,211.5,255.39999999999998,316.0999999999999,San Marcos
12,4,88.6,99.2,126,157,211,254.39999999999998,316.2999999999999,San Marcos
12,5,89,99,126,154,211.5,252.79999999999998,315.5999999999999,San Marcos
12,6,89,98.6,125.5,157,211,252.6,317.8999999999999,San Marcos
12,7,88.3,99.2,125,157,210.5,253.79999999999998,317.4999999999999,San Marcos
12,8,88,98.6,124.5,155,207.5,251.99999999999997,319.49999999999994,San Marcos
12,9,88,100.19999999999999,124,155,205,251.59999999999997,320.79999999999995,San Marcos
12,10,89,99,123.5,155,207.5,251.4,322.09999999999997,San Marcos
12,11,89.30000000000001,99.2,123.5,155,207.5,253.4,321.9,San Marcos
12,12,89,98.6,122.5,155,206,253.4,326.9,San Marcos
12,13,89,98,122.5,155,206,250.2,323,San Marcos
12,14,89.60000000000001,98.6,122.5,155,205.5,248.8,322.79999999999995,San Marcos
12,15,88.6,98.6,122.5,155,201,250,323.19999999999993,San Marcos
12,16,87.9,98.2,121.5,152,201.5,247,324.99999999999994,San Marcos
12,17,88.6,98.6,122,152,204,246.4,323.29999999999995,San Marcos
12,18,87.9,99.6,124.5,152,206,245.2,323.29999999999995,San Marcos
12,19,87.5,100.8,122,152,201,244.6,321.4,San Marcos
12,20,88.5,99.8,121.5,161,203.5,243.99999999999997,320.0999999999999,San Marcos
12,21,88.8,99.8,121.5,160,207,261.4,319.69999999999993,San Marcos
12,22,88.4,99.6,122.5,159,207.5,261.79999999999995,328.9,San Marcos
12,23,88.7,99.6,122,159,206.5,260.19999999999993,326.1,San Marcos
12,24,88.4,100.19999999999999,121,159,206.5,266.19999999999993,324.7,San Marcos
12,25,88.7,101,121,157,204.5,268.79999999999995,323.7,San Marcos
12,26,91.10000000000001,101,120.5,157,204,271.4,323.7,San Marcos
12,27,90.4,100.6,123.5,157,204,273.2,324.09999999999997,San Marcos
12,28,90.7,100.8,123.5,157,203,274.8,322.1,San Marcos
12,29,90,99.8,122.5,158,203,276.2,320.09999999999997,San Marcos
12,30,90.7,99.8,122.5,156,203,277.8,320.4,San Marcos
12,31,98,100.5,127.5,156.5,203.75,277.5,319.75,San Marcos
